제목,날짜,작성일,작성자,댓글
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 20:50:00,전설의 미르,"없어져야할 넘들이
살아서
또 뒷목잡게 만드는군
에라 개 대지보다 못한 넘들"
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 20:29:00,sky2018,토착왜구들까지 정신을 혼미하게 만들 난새의 또라이.
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 20:27:00,구이,"에라이, 몹쓸놈들...아무런 대안도 없이 그저 반대를 위한 반대만 해대냐?
다들 방역체계 구축하려고 쉴틈도 없이 바삐 뛰어다니는데,
책상머리에 앉아서 국조타령이나 하고 있는 꼬라지라니...
아무리 당리당략이 중요하다해도 기본적으로 나라와 국민을 위한 방향은 먼저 잡아야 할거 아니냐."
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 20:26:00,냉이체리,아가리에 고래고기를 쑤셔 넣고 싶다.
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 20:25:00,-,"고맙데이~~ (내가 서울 토박이라 갱상도 본토발음이 아니라서 미안하데이~) 기현아 !!~~~~~

니가 X맨이 데이~~ 이왕이면 전광훈이 손도 좀 잡아 주그래이~~

국민의짐, 토착왜구들 도태에 큰 도움이 된다네 자네 덕에 ^^"
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 19:59:00,ys kim,갱상도극우 아니랄까봐 벌써부터 정부에대한 시비조로 나오는거봐라 니넘이백신구해봐라 잘되는가
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 19:53:00,으니,"대표 당선 후 제1성이 목숨 걸고 싸워서 이긴다였는데 정치는 타협과 상생,협치가 우선이지요.
그리고 코로나19의 확산 방지와 백신 확보 문제로 열일하고 있는데 협조는 못할망정 국정조사를 하자구요? 국난이 닥치면 협력으로 어려움을 극복해야지 정쟁화 시켜서 어쩌자는 것인지 ㅉㅉ"
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 19:45:00,송병구,"백신국조 요구할게 아니라 울산 돌고래사건과 니동생 의혹이나 국조든 특검이든 검찰수사나
제대로하라고 하거라
제발 푼수떨지말고 찌그러져 있어라
잘못하면 네 발등직을라"
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 19:35:00,mola,꼬올깝을 떨어요
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 19:34:00,역사다시쓰기,구김당 ! 사람을 뽑았어아지 .. 고래를 . 정치판 볼만 하겠다 !!
"청 오찬 거절 이어 ""백신 국조"" 요구...김기현, 대여 '강경모드'",2021-05-02 18:30:00,2021-05-02 19:12:00,팽구,"백신확보에 눈꼽만치도 보탬이 안되고 국민 불안만 증폭시킨 자들이 국조하자구?
소가 웃을일
제 무덤파고 있구먼 ~ ~"
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-25 12:35:00,우그리,세넘 중 누가 되면 뭐하노? 그놈이 내나 그놈일 뿐인데.
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-25 19:41:00,pasto****,@우그리 사상이 더러운 것들이라 희망이 없다.
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-25 11:55:00,samyi,"검찰 개혁.
언론 개혁.
언론 징벌적 손해 배상..!!
180석 거대 여당을 만들어준..!!
국민들이 지켜보고있다..!!"
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-24 19:58:00,서방,"돼지발정제 입당시켜라
바로 대선병도지고 당대표넘봐 이용하려한다
당대당 안철수 대표급 발정제 1호운전수 딱이다"
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-25 19:42:00,pasto****,@서방 맛이 간 도야지 같은 인간인가보다.
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-24 15:52:00,do****,"해방된지 100 년도 안되서,,,,,,,,,,,,친일파 손자가 거대 여당 당대표라니~~~~~ 살다 살다 ~~~~~~잘하면 다음엔 대통하겠네~~~~~!!"
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-24 14:36:00,김성진,이번 당권 경쟁에서 여야를 막론하고 재산이 많은 인간은 부동산투기의 원흉이라 생각하여 퇴출시키는 방향으로 나갔으면 한다.
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-24 14:23:00,긴도깡,홍영표이넘은 조상이 친일파잖아 민주홍어엿당이네
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-24 13:34:00,hijoker****,정원 재창출을 바라는 당원들이 결국 홍영표를 선택할 것이라 본다.
"민주당 당대표 3파전, 최종승자는",2021-04-24 10:50:00,2021-04-24 17:08:00,hijoker****,@hijoker**** 정권 재창출은 홍영표 당대표가 제격이다. 이낙연 대선후보와 손발이 아주 잘 맞을 것이다.
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-18 11:28:00,사과사,"박원순을 살해한 청와대 행정관을 검찰에 신고했는데

사인은 전신이 허공에 매달린 질식사다 그런데 시신에는 시반이 뒷덜미 허리 등 허벅지에 나타나 있다 즉 타살된 뒤 옮겨진 것이다 https://blog.naver.com/cnamsung/222170443857"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 17:30:00,-,"우러덜이 하는건 개혁, 너거덜이 하는건 발목잡기.
우러덜이 계약서 없이 세금 갖다 들이 박는건 ""관행"", 너거덜이 하는건 적폐
우러덜이 하는건 언론개혁, 너거덜이 하는건 검열
우러덜이 수사하는건 검찰이, 너거덜이 권력 잡았을 땐 검경 따로
우러덜이 차이나 타운 짓고, 원전 때려 부수고 신내림 받아서 새벽에 자료삭제하는건 아랫물 잘못, 너거덜이 미국한테서 사드 받아오는것 사대주의
우러덜때 감옥 안에 있는사람 코로나 걸리면 관리잘못, 너거덜 땐 단두대에 목 잘려야 할 잘못."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 17:25:00,chong,"조선 2중대 경향기레기야
검찰개혁이 독선이라고 검찰개혁과 언론개혁 고강도로 해야한다
기자생활 몇년하면 아파트 한채하던 그때가 그립냐........"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 11:12:00,박만호,개경향 사장놈을 잘못 뽑더니... 개판된 개경향=폐간직행해 보지
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 10:58:00,Hakunamatata,"문가주변이 온통 쓰레긴데 뭐....기대도없지. 친문색을 빼? ㅎㅎ 웃기지마. 색을 어떻게 빼니? dna가 빨 갱이
친문인데."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 17:26:00,chong,@Hakunamatata 부처눈엔 부처만 쓰레기 눈깔엔 쓰레기만 보이는법
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 10:55:00,김복수,경향기레기도 잣중동 닮아가는 구나....
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 17:27:00,chong,@김복수 조중동보다 한술 더떠요 개경향
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 10:02:00,식민지 국민들,"또 속이는구나!!! 영호남 갈등??? 남북통일??? 영호남 갈등은 국민속임수이고 니놈들이 만들어낸 속임수 임을 이제는 5천만 국민이 다~ 알고있다!!! 그만 국민을 개.돼지로 보지 말거라!!! 남북통일건도 똑같은 속임수이다! 북한이 스스로 괴멸하지 않는한, 미국이 박살을 네지 않는한 영원히 남북은 존재할것이다!!! 그만들 국민을 개.돼지로 보지 말거라,,,,, 드러운 세치혀!!! 니들 자식들에게도 그렇게 당당한가??? 창피하지 않는가??? 국민속여 관료되는 기분을......"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 10:01:00,식민지 국민들,"20, 30 청년들에게 물었다한다??? 여유, 직업, 시간, 직장, 회사, 돈, 일자리, 주거, 집, 자신감, 취업, 성공, 안정, 건강, 기회, 휴식, 준비 등등……………….. 의 답변이 나왔는데? 그중 가장 필요한것은 돈/취업/직장 순이었댄다. 문재인 듣거라~ 당신이 노무현의 복수를 감추고 말싸운 연습만 잘해서 대통이 되었지만,,,,, 짜가로 공정, 정의를 부르짖으면….. 지금까지 왔지만!!! 사회의 첫 발을 디딛는 젊은이들에게 준게 무었하나있었던가??? 내가 그랬다! 대통이 되는게 중요한게 아니라,,,,, 나라를 어떻게 하면 잘 이끌어갈수있는 능력이 중요한거라고....??? 그러나, 유권자들은 아직도 말싸움 잘하는 사람을 뽑고있는게 현실이다. 유권자들이 변하지 않는한 한국 정치는 민간인들이 나라를 망쳐 놓는다는게 작금의 현실이란점 똑똑히 기억하거라~~~ 말를 보지말고, 그사람의 발을 보는 안목을 키우는것만이 나라를 건진다는걸 꼭 명심해라!!!"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 09:22:00,여름영희,"노무현 흔들듯
문재인도 흔들어보려구요.
쓰레기 언론이 나라걱정 하길
바라는 건 환상이지요?

무조건 비판부터 해대는 신문기사.
기자님들 제발 오서훈 박형준에게도
이렇게 하시길..."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 10:53:00,김복수,"@여름영희 꼭 기자님이란 존칭을 써야 합니까?
기레기도 과한 판에 기자님이라니요?"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 08:39:00,명준아빠,머? 민심을 수습해? 망했어 이미 ... 가방쌀 준비들이나 해라... 앞으로 대선.총선.지방선거 알지? 어떻게 될지..
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 07:37:00,Jay Shim,"아이디어란 전혀 없는 문.
불쌍타.
왜 이지경까지
스스로 몰렸을까?
이번 인사 하는꼴을 보니
역시 답이 없는 인간.
이게 무슨 말인줄 몰라?
그럼 됬어.
그냥 사라지시게나."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 06:37:00,도랑,"무엇이 달라졌는지 묻고싶다 김부겸이 총리 되면 대구표심 얻어 가는것 빼곤 무엇을 할수있는데
윤호중이 대표로 있는 친문당이 청와대 손 발이 되어 국민을 개 돼지 취급했던 4년 간으로 돌아 갈텐데
문재인이 사람 없기는 없는 모양이야 홍남기 대신할 사람 하나 못구하는걸 보면"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 08:40:00,명준아빠,@도랑 대구민심.... 가뜩이나 보수색채 강한동넨데 대구코로나 어쩌구 해서 다시 90%보수당 지지 나올껄?
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 09:25:00,여름영희,"@명준아빠 대구 민심요?
대구는 대한민국 시민 말고,
대구민국 시민들 사시잖아요.
그분들은 나라걱정보나 대구 걱정만 하시던데...
대구 경북 말고는 모조리
빨갱이라던데요.
제발 대구도 대한민국 걱정하는 국민들이 사는 땅이길..."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 06:06:00,chok****,"그래서 끼리끼리 ""끼끼 민주당"" 아닌가~!!!!"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 04:12:00,noa****,"도종환 당대표, 윤호중 원내대표 가 골수 친문중에 친문 이잖아.... 문재인 옹호 하기 위해서 올인한 민주당 아직도 정신 못차렸구만.... 그러면서 뭐 친문색을 뺐다고 경향신문이 어준이가 장악한 제2의 교통방송이였구만...국민을 속이려 들다니..."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 01:38:00,prom,"썰전 같은데 나와서 낄낄대며 노가리나 털던 이철희가 삶은소대가리 눈에는 정무수석 재목으로 보이나 보다..
이런 안목으로 세상을 보니 ..항간에선 김어준이 이정권의 상왕 이란 소문이 퍼지는 것이지..한심하다 재인아."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 01:07:00,안티,"이낙연에 이어 김부겸까지 라임 옵티머스 범죄자 동료를 내각에 넣는 문재앙의 일관된 인선에 감탄했습니다.
끝까지 쪼구기를 지키며 제보자X같은 놈들과 함께 검찰을 작살내고 사기꾼 천국을 만들어주세요."
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 00:24:00,sj****,"성추행 2차 가해자를
국무총리?"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-16 23:19:00,i635****,"이래도 비판, 저래도 비판.
경향, 너 마저 점점 이성을 잃어가는가?"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-16 23:01:00,둥둥둥둥둥둥,"""똥"" 딱으러 가셨고만, 똥을 너무 많이 싸질러서 치울수 없을걸!!!"
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-16 22:51:00,Ginee Kim,기사를 이런 수준으로 밖에 쓸수 없는 것인가?
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-16 22:42:00,jt****,경향 이색희들좀 보소. 친문이라고 프레임 잡고 갈라치기 하지 마라.
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-16 21:52:00,명준아빠,어차피 망한거 뭐... 앞으로 한정당이 5년씩 밖에 못해먹어... 그리고 민주당은 앞으로 15년간 집권 못해....싸가지없는거로 워낙 찍혀서 비호감이미지 오래갈거야.....
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 11:07:00,박만호,이 댓글은 작성자 또는 관리자에 의해 삭제된 댓글입니다.
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-17 11:07:00,박만호,@삭제된 댓글입니다 순실이 동생 멍실아 ! 그 집안 모두가 잘못된 종자를 쓴 것 같다 !
‘친문’색 빼고 정책 연속성에 방점…‘돌려막기’ 인사 비판도,2021-04-16 20:47:00,2021-04-16 23:02:00,둥둥둥둥둥둥,@삭제된 댓글입니다 원조 토착왜구(일제참의 손자)
[김호기 칼럼]‘2022년 대선’의 시대정신(2),2021-03-30 03:00:00,2021-03-30 21:26:00,엄태경,"위의 제 글에 오탈자가 있네요!
'세계행보고서'를 '세계행복보고서'로 바로잡습니다."
[김호기 칼럼]‘2022년 대선’의 시대정신(2),2021-03-30 03:00:00,2021-03-30 19:45:00,엄태경,"나는 당신께서 본질을 잘못 읽었다는 생각이 듭니다. 아래는 당신의 결론입니다.

""자, 결론을 내리자. 시대정신이 복수라면, 2022년 대선의 시대정신은 ‘공정사회’와 ‘해결사로서의 국가’가 될 가능성이 높다. 국민들은 언제나 정직하다.""

저의 결론적 시대정신은 신뢰사회입니다. ""국민들은 언제나 정직하다""도 과도하고 근거없는 주장으로 보입니다.

2021년 세계행보고서가 우리나라의 문제점을 정확히 제시해 주고 있습니다. 보고서가 이렇게 말하고 있습니다.

""바보야! 문제는 신뢰야!""

국민은 언제나 정직하다보다는 때론 국민도 부정직할 때가 있다고 보는 게 맞을 것 같고, 현재 우리국민들은 욕망의 바구니에 담긴 공정을 말하는 것으로 보입니다. 우리사회가 오랜 생존중심형사회를 살아오고 있다는 큰 흐름을 보지 못한 해석으로보입니다.

신뢰문제를 중심으로 문제를 해결하면 당신의 두 문제도 풀릴 수 있지만 당신의 시대정신으론 결코 시대정신이 현실이 되기 어려워 보입니다."
여 “개혁 입법 중단없이 추진”…야 “대통령 국정전환이 최우선”,2021-04-18 21:06:00,2021-04-21 18:18:00,김두일,"국회의원.궈녁자 편가르기하는 검찰개혁 말고
정치권.고위공직자
비리.부정부폐를 없에는 검찰개혁해라.내편은 괜찮고 상대는 악이라는 검찰개혁은 그만해라"
여 “개혁 입법 중단없이 추진”…야 “대통령 국정전환이 최우선”,2021-04-18 21:06:00,2021-04-20 13:32:00,zelalsasang,그놈의 개혁 얼마에요?
[4·7 재보선]지역주의 벽에 막힌 ‘86 정치인’ 대표주자의 꿈,2021-04-08 01:45:00,2021-04-08 11:12:00,해송,"김영춘 화이팅 입니다.
민주당대선후보로 선출되시길 바랍니다."
[4·7 재보선]지역주의 벽에 막힌 ‘86 정치인’ 대표주자의 꿈,2021-04-08 01:45:00,2021-04-08 08:57:00,hjki****,댓들달기힘들다. 지역주의란 타이틀이 쌩뚱맞다. 전국민심이고 민주투사를 가장한 종북 주사파다.
홍남기 부총리도 떠날까…선거 후 ‘개각 폭’ 촉각,2021-03-30 21:05:00,2021-03-31 06:12:00,거안사위,"홍남기 경제부총리 강원도 사람, 경제전문가
빚 만 내다가 재난지원금 뿌리라고 협박하는 좌파 정권에서
고생 하지 말아요
훗날 책임은 모두 뒤집어 쓸텐데..
지금도 늦지 않았습니다
조용히 야인으로 돌아가 편히 사세요"
홍남기 부총리도 떠날까…선거 후 ‘개각 폭’ 촉각,2021-03-30 21:05:00,2021-03-30 22:18:00,풍림화산,꼴통좌빨 등살에 K-빚더미 공적을 일궈낸 답례로 파직을 명하노라.
